The average c_Ia, ET, Fc, M_relative and TmpSoil values are estimated by DHM-WM global water balance routine as below:
date	c_Ia	ET(mm)	Fc(mm)	M_rel	TmpSoil(C)
20041129	0.000	1.42	0.00	0.55	15.38
20041130	0.000	1.16	0.00	0.55	15.26
20041201	0.077	1.28	0.00	0.54	14.90
20041202	0.000	1.14	0.00	0.54	14.54
20041203	0.000	1.16	0.00	0.54	14.44
20041204	0.000	1.09	0.00	0.54	14.23
20041205	0.078	1.69	0.00	0.53	14.76
20041206	0.000	1.16	0.00	0.54	15.40
20041207	0.079	1.03	0.00	0.53	15.96
20041208	0.000	0.98	0.00	0.53	16.39
20041209	0.079	1.57	0.01	0.53	16.45
20041210	0.078	1.03	5.78	0.53	15.73
20041211	0.000	1.05	0.00	0.57	15.19
20041212	0.000	1.19	0.00	0.57	15.13
20041213	0.000	0.66	0.00	0.57	14.31
20041214	0.000	0.77	0.00	0.57	13.57
20041215	0.000	1.06	0.00	0.56	13.21
20041216	0.000	1.14	0.00	0.56	13.19
20041217	0.000	1.16	0.00	0.56	13.19
20041218	0.000	1.03	0.00	0.56	13.08
20041219	0.000	0.69	0.00	0.56	12.44
20041220	0.000	1.17	0.00	0.55	12.41
20041221	0.000	1.26	0.00	0.55	12.94
20041222	0.079	1.40	0.00	0.55	13.14
20041223	0.079	0.55	0.13	0.55	12.53
20041224	0.076	0.47	0.00	0.57	12.14
20041225	0.076	1.00	0.07	0.57	12.05
20041226	0.076	1.11	4.22	0.58	12.03
20041227	0.000	1.20	0.00	0.61	12.17
20041228	0.000	1.39	0.00	0.60	12.53
20041229	0.000	1.40	0.00	0.60	12.93
20041230	0.000	1.30	0.00	0.60	13.34
20041231	0.000	1.35	0.00	0.59	13.59
20050101	0.000	1.53	0.00	0.59	14.12
20050102	0.000	1.57	0.00	0.59	14.62
20050103	0.000	1.50	0.00	0.58	14.96
20050104	0.000	1.52	0.00	0.58	15.28
20050105	0.000	1.47	0.00	0.58	15.48
20050106	0.000	1.33	0.00	0.57	15.87
20050107	0.000	1.17	0.00	0.57	16.17
20050108	0.081	1.21	0.00	0.57	16.42
20050109	0.081	1.17	0.00	0.57	16.51
20050110	0.000	1.40	0.00	0.57	16.56
20050111	0.000	1.39	0.00	0.57	16.52
20050112	0.000	1.50	0.00	0.56	16.65
20050113	0.082	1.83	1.16	0.56	16.74
20050114	0.077	0.99	0.07	0.59	16.29
20050115	0.000	0.82	0.00	0.60	15.69
20050116	0.000	1.04	0.00	0.60	15.22
20050117	0.000	0.75	0.00	0.59	14.30
20050118	0.000	0.77	0.00	0.59	13.57
20050119	0.000	1.06	0.00	0.59	13.10
20050120	0.000	1.23	0.00	0.59	13.20
20050121	0.000	1.56	0.00	0.58	13.53
20050122	0.000	1.44	0.00	0.58	13.92
20050123	0.000	0.91	0.00	0.58	13.23
20050124	0.000	1.06	0.00	0.58	12.71
20050125	0.000	1.33	0.00	0.57	12.86
20050126	0.000	1.47	0.00	0.57	13.52
20050127	0.000	1.14	0.00	0.57	13.76
20050128	0.081	1.07	0.01	0.57	13.29
20050129	0.080	0.58	1.40	0.57	12.66
20050130	0.000	1.01	0.00	0.60	12.65
20050131	0.000	0.97	0.00	0.60	12.47
20050201	0.000	0.58	0.00	0.59	12.58
20050202	0.077	0.70	0.05	0.59	12.52
20050203	0.076	0.64	0.37	0.60	12.52
20050204	0.000	1.26	0.00	0.62	12.66
20050205	0.000	1.42	0.00	0.62	12.78
20050206	0.000	1.63	0.00	0.61	12.99
20050207	0.000	1.70	0.00	0.61	13.60
20050208	0.000	1.99	0.00	0.61	14.01
20050209	0.079	1.33	3.24	0.60	14.38
20050210	0.000	1.43	0.00	0.63	14.27
20050211	0.000	1.34	0.00	0.63	13.91
20050212	0.000	1.80	0.00	0.62	13.93
20050213	0.000	1.90	0.00	0.62	14.22
20050214	0.078	1.83	0.00	0.62	14.49
20050215	0.079	1.58	0.00	0.61	14.94
20050216	0.000	1.65	0.00	0.61	15.34
20050217	0.000	1.47	0.00	0.61	15.24
20050218	0.000	1.44	0.00	0.60	14.82
20050219	0.000	1.78	0.00	0.60	14.51
20050220	0.000	2.06	0.00	0.60	14.67
20050221	0.000	1.98	0.00	0.59	15.24
20050222	0.082	2.61	0.06	0.59	15.94
20050223	0.079	2.05	0.00	0.60	16.36
20050224	0.080	1.73	0.00	0.60	16.55
20050225	0.080	1.64	0.00	0.60	16.01
20050226	0.000	1.58	0.00	0.60	15.56
20050227	0.080	1.09	6.84	0.60	15.19
20050228	0.000	1.60	0.00	0.64	15.10
20050301	0.000	1.48	0.00	0.64	14.76
20050302	0.000	1.42	0.00	0.64	14.46
20050303	0.000	1.19	0.00	0.63	14.14
20050304	0.000	2.00	0.00	0.63	14.03
20050305	0.000	2.32	0.00	0.63	14.30
20050306	0.000	2.21	0.00	0.62	14.34
20050307	0.080	3.02	0.02	0.62	14.67
20050308	0.079	1.81	0.00	0.62	14.64
20050309	0.000	1.26	0.00	0.62	14.29
20050310	0.000	1.90	0.00	0.62	14.04
20050311	0.000	1.94	0.00	0.62	14.14
20050312	0.000	2.68	0.00	0.61	14.44
20050313	0.000	2.84	0.00	0.61	14.99
20050314	0.000	2.46	0.00	0.60	15.59
20050315	0.082	1.47	0.00	0.60	15.50
20050316	0.082	1.46	5.37	0.60	15.18
20050317	0.076	0.92	0.00	0.63	14.66
20050318	0.000	1.16	0.00	0.64	14.26
20050319	0.000	2.37	0.00	0.63	14.21
20050320	0.000	2.68	0.00	0.63	14.50
20050321	0.000	2.46	0.00	0.62	15.03
20050322	0.079	1.85	7.77	0.62	15.32
20050323	0.075	2.65	0.00	0.67	15.81
20050324	0.000	3.01	0.00	0.67	16.06
20050325	0.077	3.17	0.18	0.66	16.25
20050326	0.076	2.79	6.03	0.67	16.54
20050327	0.075	2.46	18.33	0.69	16.82
